id,pred_label,probs
4465,org:product,"[0.0012315033, 0.00011069148, 0.001636784, 0.00039713626, 2.3475022e-05, 0.00011501984, 2.9856974e-05, 1.5015436e-05, 6.2211075e-05, 0.00060323905, 4.964741e-05, 4.444355e-05, 0.00017194632, 0.00016695783, 0.091070525, 0.00018703226, 0.0002509623, 0.00025213155, 6.906698e-05, 4.776635e-05, 6.888779e-05, 9.2345705e-05, 4.5247394e-05, 7.015677e-05, 2.6470285e-05, 0.00010869906, 0.90143836, 0.00013787881, 0.0014029868, 7.365736e-05]"
4466,org:place_of_headquarters,"[0.21915042, 0.00072895683, 6.811204e-05, 0.00023920122, 1.8720239e-05, 0.77816665, 8.30551e-06, 9.433468e-05, 4.4147946e-06, 0.00037450387, 3.463211e-05, 2.1417201e-05, 1.4852378e-05, 4.3514236e-05, 8.370799e-05, 2.6522688e-05, 7.7214405e-05, 8.619188e-05, 1.5171581e-05, 6.264616e-05, 5.0419327e-05, 4.3112243e-05, 1.8263005e-05, 1.27409285e-05, 0.00012612858, 0.00015950366, 3.524485e-05, 5.0257833e-05, 1.7051394e-05, 0.00016771378]"
4467,per:title,"[0.008415048, 0.00015942585, 0.00054800964, 0.000227743, 0.00046482397, 6.7430134e-05, 0.015419205, 0.001306118, 0.95406663, 0.0013737137, 0.00017526861, 0.009009322, 0.002784856, 0.0002631495, 1.173293e-05, 0.00012526277, 0.00015081085, 0.00012144497, 0.00025360525, 7.25875e-05, 8.829455e-05, 9.081177e-05, 0.0005949976, 0.0003681323, 0.001204649, 0.00020386073, 0.00068587763, 0.000365074, 0.0013250918, 5.7057183e-05]"
4468,no_relation,"[0.9998727, 2.8577411e-05, 8.288717e-06, 2.4449222e-05, 1.1713463e-06, 3.678822e-06, 6.7590886e-06, 1.955972e-06, 2.8386123e-06, 9.369399e-06, 1.1184347e-06, 2.590382e-06, 1.4706583e-06, 4.9071286e-06, 1.154553e-06, 1.9469246e-07, 2.7401434e-06, 7.0344286e-06, 5.034862e-07, 2.0951573e-07, 2.5817747e-06, 1.5223569e-06, 1.463922e-06, 2.0160953e-06, 1.307306e-06, 1.9117374e-06, 7.748457e-07, 1.5825087e-06, 4.3414843e-06, 8.8459524e-07]"
4469,per:date_of_birth,"[6.426009e-05, 7.287936e-07, 8.2688507e-07, 6.1472974e-07, 0.9998349, 1.3795811e-06, 8.702843e-07, 1.0824513e-06, 1.5280682e-06, 1.494582e-06, 1.185152e-06, 6.2448476e-07, 1.462e-06, 3.1633797e-07, 1.7603116e-07, 6.85521e-07, 2.4611535e-07, 4.6969208e-06, 5.685711e-07, 1.6222884e-06, 9.1973256e-08, 2.8796298e-06, 3.3831571e-07, 7.494468e-05, 1.8033215e-07, 2.7321843e-07, 6.547621e-07, 6.283991e-07, 3.8909272e-07, 1.702757e-07]"
4470,per:parents,"[0.03414936, 3.426528e-05, 4.5319248e-05, 1.7858783e-05, 0.0013770522, 0.0001332684, 0.0025632998, 0.001252407, 0.00018331922, 0.0008929372, 0.00034178924, 0.0007400116, 0.0017505484, 0.30235633, 0.0032221319, 7.516944e-05, 0.014902427, 0.00051201426, 6.7022425e-05, 0.0046196748, 8.119015e-05, 0.5316554, 0.00029399843, 0.0017162715, 0.00076450093, 0.06765826, 0.00032824237, 0.023234034, 0.0004688373, 0.0045630853]"
4471,per:title,"[8.615095e-06, 4.331202e-06, 3.8914945e-06, 1.5054948e-06, 1.2855902e-06, 1.064591e-06, 3.5135072e-06, 1.2131233e-06, 0.9999049, 1.039841e-05, 5.4597785e-07, 3.4894013e-06, 1.5626514e-05, 1.5589883e-05, 8.9144197e-07, 4.3448154e-07, 9.005011e-07, 9.980927e-07, 1.0543428e-06, 3.592715e-07, 1.0920666e-06, 3.55271e-06, 1.8312847e-06, 1.5341737e-06, 1.14431e-06, 8.952333e-07, 2.1996887e-06, 1.0525464e-06, 5.6472722e-06, 3.8437204e-07]"
4472,per:title,"[0.11769312, 0.016422799, 0.0015346181, 0.00023172674, 0.00020716556, 0.00014645516, 0.03542212, 0.00029929235, 0.79031736, 0.0312342, 0.00021365243, 0.00039903994, 0.00028455534, 0.0010186437, 0.00010258011, 0.0001088381, 0.0005184763, 5.9172613e-05, 7.85676e-05, 1.8555886e-05, 5.0558025e-05, 0.00079635286, 7.789673e-05, 0.0002993586, 9.4782736e-05, 0.0007277773, 0.00085195684, 0.00023903989, 0.00048590978, 6.543256e-05]"
4473,per:title,"[6.304145e-05, 6.411839e-06, 1.1375455e-05, 3.5328383e-06, 1.6072305e-06, 1.7799313e-06, 2.953199e-06, 1.2258338e-06, 0.99978036, 3.126033e-05, 7.1827304e-07, 6.1292576e-06, 1.5119088e-05, 2.250953e-05, 1.7138766e-06, 7.7394924e-07, 1.7868142e-06, 1.7887016e-06, 1.7119098e-06, 3.65737e-07, 2.6468947e-06, 4.7303784e-06, 3.947647e-06, 2.7942574e-06, 2.0333734e-06, 2.2369986e-06, 5.3201757e-06, 2.1180147e-06, 1.7212647e-05, 8.325791e-07]"
4474,no_relation,"[0.99945587, 8.774621e-06, 1.9463989e-05, 1.8025263e-05, 5.3125008e-05, 3.3369597e-06, 6.664821e-06, 7.141967e-06, 1.5812298e-05, 1.2035743e-05, 3.4618074e-06, 1.6214284e-05, 1.0210199e-05, 1.2282212e-05, 1.8600081e-06, 1.1710825e-06, 5.2662367e-06, 3.6787704e-05, 7.759788e-06, 9.5168485e-07, 2.8973225e-05, 9.1133625e-06, 1.03674265e-05, 0.00020684, 4.6616155e-06, 1.0884178e-05, 1.4819649e-06, 8.591203e-06, 1.49220205e-05, 7.849716e-06]"
4475,org:product,"[0.39566442, 0.07371282, 0.004513569, 0.003640465, 7.294465e-05, 0.0027579754, 5.39555e-05, 0.00016888186, 0.00016927563, 0.0063308426, 0.00017796276, 0.00010963612, 6.19489e-05, 0.00027909075, 0.0010192416, 0.00062838336, 0.0016336576, 0.00024716285, 0.00014003189, 0.00012409841, 0.000118094125, 0.00019370666, 3.3673838e-05, 0.00011104067, 6.0910817e-05, 0.0005496123, 0.50684136, 0.00011523401, 0.0003949197, 7.494209e-05]"
4476,org:place_of_headquarters,"[1.5392634e-05, 4.290907e-05, 4.05382e-06, 1.8871682e-05, 5.135095e-06, 0.99982893, 1.4849435e-06, 6.4860033e-06, 1.7584782e-06, 2.3942697e-05, 1.6359742e-06, 1.4975736e-06, 2.576895e-06, 3.135577e-06, 2.8065745e-06, 2.498975e-06, 1.9354165e-06, 2.929055e-06, 1.1127346e-06, 6.222211e-06, 1.6089696e-06, 3.7789937e-06, 1.4056441e-06, 8.8369063e-07, 3.47555e-06, 3.245602e-06, 4.6570403e-06, 3.2890284e-06, 1.1599202e-06, 1.1452953e-06]"
4477,no_relation,"[0.9996332, 6.0879756e-06, 4.8767943e-06, 1.94027e-05, 1.8128838e-05, 6.774194e-06, 1.91691e-05, 3.5102553e-06, 5.9756344e-06, 2.2495768e-05, 1.4326424e-05, 5.0262765e-06, 3.7934428e-06, 1.25945035e-05, 5.119412e-06, 9.819761e-07, 1.0990905e-05, 1.1174799e-05, 6.4797473e-07, 1.351847e-06, 1.8542714e-06, 3.1432105e-06, 1.1895375e-05, 5.828726e-06, 4.9689743e-06, 3.9199185e-06, 4.6432374e-06, 1.6908971e-06, 0.00015200645, 4.4669555e-06]"
4478,per:employee_of,"[4.020634e-06, 8.650802e-06, 3.0066587e-06, 1.2435711e-06, 8.030538e-07, 6.7034154e-07, 0.9999441, 5.026507e-06, 6.9201333e-06, 1.8596373e-06, 1.9556323e-06, 3.943511e-06, 1.9184565e-06, 2.3133919e-06, 6.95937e-07, 7.278244e-07, 8.438741e-07, 6.0625547e-07, 2.7035057e-07, 6.4041586e-07, 2.093527e-07, 1.3791398e-06, 2.0411132e-06, 1.9245044e-07, 1.7816036e-06, 4.944085e-07, 4.683238e-07, 1.743047e-06, 1.1197089e-06, 2.8735502e-07]"
4479,per:origin,"[0.0028680586, 2.7891983e-05, 1.665994e-05, 5.3413714e-06, 6.3155717e-06, 0.00013047282, 0.00029222952, 0.99373394, 3.278959e-05, 9.117444e-06, 3.117653e-05, 1.0069968e-05, 6.679873e-06, 1.8993254e-05, 9.6535905e-06, 7.2040643e-06, 1.0044533e-05, 2.6840692e-06, 2.7560839e-06, 0.00023741377, 2.36363e-06, 2.8704817e-05, 1.0060706e-05, 1.1409443e-05, 0.002365, 2.469479e-05, 2.709055e-06, 5.2725163e-06, 1.6423197e-06, 8.868307e-05]"
4480,no_relation,"[0.999355, 2.3899851e-05, 0.00011050978, 0.00014467881, 1.222591e-05, 7.621624e-05, 1.8089663e-06, 3.867281e-06, 6.597252e-06, 5.2161668e-05, 3.4239968e-06, 2.0887252e-05, 1.2976873e-05, 1.2553326e-05, 2.6088981e-05, 6.373515e-06, 2.037711e-05, 2.3809785e-05, 5.5355054e-06, 1.3662205e-06, 4.011052e-06, 1.4179302e-05, 5.449233e-06, 4.8993293e-06, 1.9049381e-06, 9.9335575e-06, 3.9886113e-06, 1.4668126e-05, 9.38572e-06, 1.1267205e-05]"
4481,org:product,"[0.33448866, 0.00055748265, 9.194126e-05, 0.00012393059, 0.00052330585, 5.8379374e-05, 0.0009656497, 9.5653224e-05, 0.00091815356, 0.0036788227, 0.0004703655, 0.00018228294, 0.0001844524, 0.00027085468, 0.00020686301, 0.00013617889, 0.006122075, 0.00037546878, 3.4234865e-05, 0.00010158382, 4.2414173e-05, 0.00037175915, 0.00030800787, 0.00029865603, 5.9061556e-05, 0.00028246635, 0.59349525, 0.00018584022, 0.055338413, 3.1860836e-05]"
4482,no_relation,"[0.9995925, 9.435571e-05, 2.3569006e-05, 7.53602e-05, 3.0879446e-06, 9.654066e-06, 4.0062355e-06, 1.554537e-06, 3.30727e-05, 4.8407015e-05, 2.5163563e-06, 1.3192701e-05, 3.6673573e-06, 1.643235e-05, 4.7477233e-06, 1.6379662e-06, 8.549774e-06, 5.7176526e-06, 9.1002977e-07, 2.8032426e-07, 3.1714274e-06, 9.2967175e-06, 2.940558e-06, 5.434573e-06, 7.866411e-07, 1.4284354e-05, 2.5850763e-06, 9.1357115e-06, 5.061001e-06, 4.07508e-06]"
4483,per:parents,"[0.0047763083, 2.8830369e-05, 0.00010939241, 2.2205732e-05, 7.644057e-05, 2.345981e-05, 0.00010767036, 4.128448e-05, 0.00016510251, 9.935683e-05, 6.12082e-06, 0.0004361417, 0.00052330643, 0.0008268701, 9.761367e-05, 9.750867e-06, 0.016784854, 7.2372066e-05, 4.0725554e-05, 3.9776914e-05, 3.402738e-05, 0.6593984, 9.3360606e-05, 0.00016320482, 1.3073113e-05, 0.023319317, 2.3263197e-05, 0.2925421, 1.8298122e-05, 0.00010739265]"
4484,org:product,"[0.23741424, 0.00043423948, 0.0027974192, 0.0005799155, 8.4254134e-05, 0.00015814306, 2.3748247e-05, 4.1335803e-05, 7.394571e-05, 0.0020563493, 2.669843e-05, 2.177982e-05, 8.2499784e-05, 0.00019730857, 0.00043808477, 0.00019016517, 0.0025337567, 6.1261235e-05, 2.2583052e-05, 6.581623e-05, 5.1396062e-05, 6.24514e-05, 1.2183466e-05, 0.00015583046, 1.2825644e-05, 0.00013975482, 0.752005, 4.9830454e-05, 0.00017071512, 3.645121e-05]"
4485,per:title,"[7.892605e-06, 2.9975556e-06, 3.908383e-06, 1.6580794e-06, 1.7733072e-06, 8.7304005e-07, 3.7245252e-06, 1.5612874e-06, 0.99988747, 1.039011e-05, 4.8940007e-07, 2.5700976e-06, 3.091684e-05, 1.6799497e-05, 9.589686e-07, 3.6578388e-07, 1.3158508e-06, 7.2531515e-07, 9.560621e-07, 5.7356255e-07, 8.2896497e-07, 5.1982993e-06, 1.6290451e-06, 2.0557309e-06, 1.3979576e-06, 1.0354663e-06, 2.5964282e-06, 1.6526582e-06, 5.2761634e-06, 4.478631e-07]"
4486,per:product,"[0.0017570081, 8.4647465e-05, 0.00017477082, 0.00019421469, 0.0001349125, 3.6437716e-05, 0.0047702943, 0.000107995365, 0.0014043765, 0.000103072016, 0.00017076916, 0.0002219089, 0.012010139, 2.3332885e-05, 0.00047643424, 6.7115856e-05, 0.00026551497, 7.483204e-05, 7.632412e-05, 5.8602836e-05, 1.9601355e-05, 0.0001522684, 0.00012491533, 0.00024860678, 3.5771613e-05, 3.1903677e-05, 0.00449516, 0.00016637192, 0.9724874, 2.521318e-05]"
4487,per:title,"[0.0024057084, 3.555677e-05, 8.951755e-06, 1.10760075e-05, 5.7077837e-06, 3.4113104e-06, 7.775474e-05, 1.1924597e-05, 0.99707186, 6.1188264e-05, 4.17982e-06, 7.4404e-06, 7.838333e-05, 0.00011027572, 4.440282e-06, 2.8471134e-06, 3.237353e-06, 2.4165188e-06, 1.8053e-06, 1.4292734e-06, 2.8891618e-06, 3.005891e-05, 1.07999585e-05, 7.5949815e-06, 2.307887e-06, 5.334495e-06, 6.63533e-06, 4.5251477e-06, 1.768861e-05, 2.6049054e-06]"
4488,org:top_members/employees,"[2.2571787e-06, 6.6253807e-07, 0.99997747, 1.2100418e-06, 7.316116e-07, 1.2174128e-06, 1.0576964e-06, 3.05826e-07, 1.3413141e-06, 1.4812487e-06, 8.822484e-08, 1.4417412e-06, 1.322277e-06, 2.4761513e-07, 3.3805673e-06, 5.015443e-07, 3.3010267e-07, 2.7095896e-07, 2.0443774e-07, 1.094507e-07, 6.467456e-07, 4.0161447e-07, 1.1286991e-07, 3.637767e-07, 5.983952e-07, 2.2430385e-07, 9.606056e-07, 2.407097e-07, 5.136364e-07, 2.9273212e-07]"
4489,no_relation,"[0.99921846, 1.7279432e-05, 3.792909e-05, 3.986848e-05, 1.0018513e-05, 1.3431655e-05, 1.621136e-05, 3.377911e-06, 6.158645e-06, 0.00014041389, 1.0341682e-05, 7.4637032e-06, 4.380222e-06, 7.780172e-06, 1.44095e-05, 4.1019907e-06, 2.1061971e-05, 2.8395873e-05, 2.3198115e-06, 7.995614e-07, 1.1541185e-05, 4.9249566e-06, 2.7758726e-05, 8.610486e-06, 5.7620764e-06, 1.0006416e-05, 1.4387901e-05, 5.5440096e-06, 0.00030051445, 6.5966906e-06]"
4490,org:top_members/employees,"[0.04754683, 0.0006678993, 0.89888626, 0.0008334044, 0.00015868228, 0.00016871066, 8.068006e-05, 9.313063e-05, 0.00093317707, 0.015752634, 2.974239e-05, 0.00015307624, 0.00052002707, 0.00022571332, 0.01343607, 0.005260898, 0.00514602, 0.00016761883, 0.00060287415, 3.2833905e-05, 0.0003164126, 0.0012231917, 6.899358e-05, 0.00029114247, 1.7988252e-05, 0.0007194862, 0.0058334298, 0.00040895515, 0.00025933696, 0.00016488107]"
4491,org:product,"[0.04673644, 0.00024904334, 0.00032416452, 8.09188e-05, 2.1913107e-05, 3.840482e-05, 9.24928e-06, 7.936613e-06, 2.509139e-05, 0.0042691426, 1.1843701e-05, 1.27964995e-05, 6.818378e-06, 1.3238876e-05, 6.326627e-05, 3.198315e-05, 0.00031546675, 4.213731e-05, 7.788392e-06, 1.0755917e-05, 1.7472668e-05, 7.2750972e-06, 4.6132996e-06, 2.6351636e-05, 7.886514e-06, 2.6272968e-05, 0.9474416, 1.7007698e-05, 0.00016823626, 4.8593292e-06]"
4492,per:alternate_names,"[5.2569408e-06, 3.9406664e-06, 0.00013453604, 3.745888e-05, 5.053179e-06, 2.1182955e-06, 3.537989e-05, 1.1533565e-05, 0.00011188426, 1.9275403e-06, 2.491364e-07, 8.284712e-06, 0.999564, 1.3016018e-05, 2.9726e-06, 2.3240245e-06, 1.1669697e-05, 4.141546e-07, 1.3947133e-06, 5.3115677e-06, 5.13147e-07, 8.448202e-06, 1.7821395e-06, 4.9600562e-06, 4.221505e-06, 1.8356936e-06, 2.9299574e-06, 1.05318095e-05, 3.6939468e-06, 2.3491132e-06]"
4493,per:siblings,"[0.0011109015, 4.0455514e-05, 0.0002928668, 0.00015294389, 5.6206944e-05, 6.809614e-05, 0.00016529611, 1.8818117e-05, 0.00047528907, 0.00124477, 1.4883631e-05, 0.0003111848, 0.0011564421, 5.144408e-05, 3.525935e-05, 2.8257478e-05, 0.0010070539, 7.4786694e-05, 0.0023970858, 2.5683474e-05, 0.00019440697, 6.5194916e-05, 0.00021145989, 9.743509e-05, 0.00012474314, 9.5082025e-05, 0.00010050069, 0.990164, 0.00014100672, 7.852632e-05]"
4494,no_relation,"[0.9998994, 5.3109743e-06, 7.849045e-06, 5.6498484e-06, 3.3243757e-06, 3.3700385e-06, 4.840108e-06, 2.4037286e-06, 2.195575e-06, 8.835032e-06, 9.699066e-07, 4.9602777e-06, 2.0469402e-06, 1.15328585e-05, 2.0536802e-06, 1.9167256e-07, 3.867093e-06, 3.6629842e-06, 3.7090103e-07, 3.791474e-07, 1.1005429e-06, 4.15457e-06, 2.066338e-06, 2.8920792e-06, 1.1301399e-06, 3.9369766e-06, 7.169918e-07, 3.905978e-06, 4.8701345e-06, 2.1405788e-06]"
4495,no_relation,"[0.9998913, 1.1934744e-05, 4.6195755e-06, 1.7138747e-05, 3.76568e-06, 4.505429e-06, 3.8733547e-06, 3.1365919e-06, 1.6986205e-06, 7.107028e-06, 1.8880861e-06, 3.6525175e-06, 1.5661041e-06, 3.6634085e-06, 1.743698e-06, 2.89958e-07, 2.2560287e-06, 1.0816304e-05, 4.7426272e-07, 3.9848172e-07, 1.89989e-06, 2.0438474e-06, 2.5914828e-06, 3.1582604e-06, 1.4070781e-06, 1.8479175e-06, 1.0339122e-06, 1.6613494e-06, 7.0300453e-06, 1.4253626e-06]"
4496,org:product,"[0.00029083694, 2.5218864e-05, 9.741515e-06, 1.2727099e-05, 5.397927e-06, 5.007429e-06, 1.0264711e-06, 7.3327936e-07, 5.473095e-06, 0.0007241382, 1.8506386e-06, 1.7416822e-06, 8.735923e-07, 3.4102823e-06, 9.715445e-06, 1.001835e-05, 3.6757363e-05, 1.5266955e-05, 2.0883888e-06, 2.3444898e-06, 3.266084e-06, 1.9540155e-06, 2.014728e-06, 4.2366833e-06, 1.2122441e-06, 4.6071336e-06, 0.9987601, 4.525199e-06, 5.3184052e-05, 6.458603e-07]"
4497,no_relation,"[0.9998617, 1.3161113e-05, 4.3350733e-06, 7.0347064e-06, 4.5525035e-06, 3.1012914e-06, 5.280125e-06, 2.2304575e-06, 1.691002e-05, 1.28792335e-05, 4.0149657e-06, 6.5087957e-06, 1.657975e-06, 9.911344e-06, 1.9448682e-06, 4.0147452e-07, 4.702533e-06, 3.8732733e-06, 3.5092785e-07, 3.7275998e-07, 8.6700805e-07, 4.10064e-06, 4.996377e-06, 3.3964943e-06, 1.435809e-06, 3.5612e-06, 1.3115686e-06, 2.6171037e-06, 1.0341721e-05, 2.4473927e-06]"
4498,per:title,"[7.4906486e-05, 4.646476e-06, 7.60624e-06, 2.21806e-06, 1.4077834e-06, 1.7684152e-06, 1.8834937e-06, 1.615684e-06, 0.9997973, 2.0036869e-05, 6.8383673e-07, 1.1651367e-05, 1.084971e-05, 2.0070587e-05, 1.0254166e-06, 5.659336e-07, 2.2647039e-06, 1.5630667e-06, 1.5996715e-06, 3.9032082e-07, 2.3504165e-06, 3.4242937e-06, 2.8309908e-06, 2.4408016e-06, 2.7413166e-06, 2.9663354e-06, 4.087207e-06, 1.4127301e-06, 1.3214482e-05, 7.138145e-07]"
4499,per:employee_of,"[0.0003949189, 0.00015153724, 6.385394e-05, 9.080813e-06, 1.2693637e-05, 3.1722913e-05, 0.6434796, 0.354078, 0.0006782865, 1.8761428e-05, 0.000106789295, 6.964948e-05, 2.9773108e-05, 1.8001096e-05, 6.3107527e-06, 1.6525573e-05, 7.0104597e-06, 3.857285e-06, 9.645857e-06, 9.592929e-05, 1.9167942e-06, 2.0785257e-05, 6.620816e-05, 8.567494e-06, 0.00057566084, 6.766957e-06, 3.885614e-06, 1.2597821e-05, 3.6197741e-06, 1.8115396e-05]"
4500,per:title,"[0.010968698, 5.975469e-05, 1.4840199e-05, 2.8168868e-05, 1.3672123e-05, 6.819903e-06, 4.6824145e-05, 1.5404281e-05, 0.9878378, 0.0004364842, 1.0454845e-05, 3.7860955e-05, 2.7659647e-05, 0.00017013651, 5.4167226e-06, 7.7836585e-06, 1.4855279e-05, 1.9549889e-05, 8.018141e-06, 1.397063e-06, 1.4443917e-05, 3.1719715e-05, 3.3952776e-05, 2.4115005e-05, 5.1195266e-06, 3.4448272e-05, 3.8059734e-05, 2.2166665e-05, 5.9928185e-05, 4.463287e-06]"
4501,per:title,"[0.4928414, 0.00049572455, 0.00010695189, 0.00036124644, 6.803737e-05, 3.611787e-05, 0.00013435027, 3.2183973e-05, 0.4940501, 0.006638572, 0.00016439949, 0.000108018045, 3.8905004e-05, 0.0013410596, 0.00013927397, 6.987584e-05, 0.0001237315, 0.00023945214, 7.8336154e-05, 4.9298283e-06, 0.0002044939, 0.0002173415, 0.00030944042, 0.00014044304, 2.285945e-05, 0.0009819737, 0.00029646172, 0.00028535456, 0.00041219356, 5.6794786e-05]"
4502,no_relation,"[0.9997843, 8.967824e-06, 8.162192e-06, 3.3154087e-05, 8.80377e-06, 3.595931e-06, 6.3941557e-06, 3.320267e-06, 3.5685869e-06, 9.4315465e-06, 2.5670424e-06, 4.4694243e-06, 2.8070006e-06, 6.4767137e-06, 2.320242e-06, 5.6878145e-07, 3.5141788e-06, 5.4414482e-05, 2.7475573e-06, 4.0069565e-07, 9.734214e-06, 2.616557e-06, 4.7489607e-06, 9.504522e-06, 2.070787e-06, 2.856035e-06, 1.5682934e-06, 2.4719939e-06, 1.2223559e-05, 2.3044481e-06]"
4503,org:founded_by,"[8.3907405e-05, 0.00014094177, 0.021186477, 0.00017181582, 6.8658255e-06, 4.658954e-05, 2.9432425e-05, 1.2191347e-05, 8.6563574e-05, 6.187576e-05, 1.0885855e-05, 2.3288296e-05, 4.0026036e-05, 8.11055e-05, 0.9769365, 8.860631e-05, 8.774979e-06, 0.00013845622, 4.3399235e-05, 4.7938456e-06, 3.581026e-05, 0.000439266, 2.3716902e-05, 1.8466797e-05, 1.6421052e-06, 1.5735064e-05, 0.00013068078, 2.900504e-05, 6.18764e-05, 4.126152e-05]"
4504,no_relation,"[0.9998951, 1.8409613e-05, 4.3424093e-06, 1.2840809e-05, 2.4020592e-06, 3.1785385e-06, 4.4403196e-06, 2.024323e-06, 2.2259803e-06, 1.0851909e-05, 1.5310776e-06, 2.7034187e-06, 1.1647147e-06, 4.7792705e-06, 1.3458047e-06, 2.4501307e-07, 2.1105568e-06, 5.6391928e-06, 3.3833606e-07, 2.4664521e-07, 1.284046e-06, 1.5771022e-06, 2.273838e-06, 2.5926447e-06, 1.2073867e-06, 2.2070408e-06, 1.5249194e-06, 1.5427239e-06, 8.784458e-06, 1.0664808e-06]"
4505,org:product,"[0.00032827185, 1.1082599e-05, 6.624968e-05, 5.877454e-06, 6.648345e-06, 5.3343974e-06, 1.4360855e-06, 1.3550036e-06, 9.469511e-06, 7.91708e-05, 1.3928341e-06, 5.2973137e-06, 4.042082e-06, 3.956117e-06, 1.2506979e-05, 8.266782e-06, 2.1280872e-05, 4.0794444e-06, 1.8108348e-06, 2.7418255e-06, 1.1433443e-06, 2.2192335e-06, 1.0951012e-06, 2.5493405e-06, 1.9048227e-06, 3.3918525e-06, 0.9993736, 1.9079623e-06, 3.1366322e-05, 5.624065e-07]"
4506,org:place_of_headquarters,"[0.0091404915, 0.18388094, 0.00045235181, 0.004928807, 2.1584789e-05, 0.79753256, 3.1161428e-05, 0.0013383308, 4.910373e-05, 0.0010046652, 0.00012878109, 1.1147705e-05, 2.1110693e-05, 2.2881548e-05, 0.00028629322, 0.00018238438, 2.6817857e-05, 0.00015962817, 9.1467205e-05, 6.872249e-05, 8.734348e-05, 5.646579e-05, 2.0241789e-05, 1.6942513e-05, 6.993438e-05, 3.1453368e-05, 0.00017003741, 3.3073626e-05, 1.8242987e-05, 0.00011695743]"
4507,no_relation,"[0.97259945, 0.0049536806, 0.0032094081, 0.005967179, 4.9491377e-05, 0.0002244328, 3.0957654e-05, 2.9809045e-05, 0.003297802, 0.0045115263, 8.914431e-05, 2.2584678e-05, 2.6264252e-05, 0.00017086395, 0.0018200577, 0.0003083442, 0.00016079309, 0.00022914086, 3.882971e-05, 6.468225e-06, 0.00010057148, 0.00021532526, 5.19269e-05, 0.00010905068, 5.9693875e-06, 0.00010559349, 0.0014454745, 3.081565e-05, 0.00013048657, 5.8460984e-05]"
4508,no_relation,"[0.99773777, 1.8691237e-05, 8.974253e-06, 2.0685859e-05, 2.0007385e-05, 5.470914e-06, 9.603278e-05, 5.693969e-06, 9.97378e-05, 0.00024647775, 4.974111e-05, 2.903059e-05, 2.573641e-05, 0.00040375983, 2.7114842e-05, 8.697514e-06, 0.0002094932, 1.707649e-05, 4.141858e-06, 2.8952522e-06, 1.1174019e-05, 4.4030123e-05, 0.00014098133, 2.8341548e-05, 1.1156685e-05, 0.00013546487, 4.5487395e-05, 6.56413e-05, 0.0004605162, 2.0121752e-05]"
4509,no_relation,"[0.9859438, 0.010938452, 4.505923e-05, 0.0024887277, 3.9447264e-06, 0.00012135158, 6.7020383e-06, 1.27003195e-05, 2.0079586e-05, 0.00016178553, 1.7342003e-05, 1.4635692e-05, 3.9217025e-06, 1.4417544e-05, 3.1209056e-05, 1.211554e-05, 9.123425e-06, 1.696825e-05, 3.7509544e-06, 1.7785768e-06, 8.857075e-06, 1.6780785e-05, 4.9174205e-06, 8.488725e-06, 2.222583e-06, 4.2350955e-05, 1.3156878e-05, 1.47797155e-05, 7.013274e-06, 1.3560365e-05]"
4510,org:product,"[0.00028363272, 0.00019816982, 1.8935149e-05, 3.2672757e-05, 6.083574e-06, 1.6181191e-05, 2.2185648e-06, 1.0043916e-06, 5.6724675e-06, 0.0054435884, 2.9187947e-06, 1.5458064e-06, 7.4338135e-07, 3.263481e-06, 1.0958363e-05, 1.9618717e-05, 5.678798e-05, 2.3237826e-05, 3.5383425e-06, 2.7388671e-06, 7.669931e-06, 3.6193167e-06, 1.8531572e-06, 6.4339847e-06, 1.4481444e-06, 7.7822715e-06, 0.99380326, 7.087048e-06, 2.6095217e-05, 1.1493661e-06]"
4511,per:title,"[0.006920279, 8.819678e-06, 2.2240034e-05, 7.539627e-06, 5.5923892e-06, 4.238335e-06, 1.2243322e-05, 6.7860815e-06, 0.9925604, 6.303083e-05, 3.6097983e-06, 3.1121715e-05, 3.0324947e-05, 8.397224e-05, 6.727168e-06, 2.5384932e-06, 1.1984858e-05, 5.926455e-06, 3.1651407e-06, 7.6439875e-07, 7.1814884e-06, 1.7824057e-05, 2.7449396e-05, 9.051316e-06, 6.5714903e-06, 1.3543492e-05, 1.8065697e-05, 5.853423e-06, 0.000100429956, 2.7815252e-06]"
4512,per:alternate_names,"[0.0007759237, 3.1137744e-05, 0.0008005492, 0.005175055, 5.2289084e-05, 4.153111e-05, 0.00033731083, 0.00010797972, 0.00059020775, 4.7908994e-05, 3.5440523e-06, 8.0354905e-05, 0.9881175, 0.0022866677, 8.851086e-05, 1.2263105e-05, 0.00033315143, 1.0701386e-05, 7.2665225e-06, 7.389148e-05, 3.5522103e-06, 0.0005221727, 7.1619615e-06, 0.00010044488, 3.0860858e-05, 0.00011158611, 6.9381334e-05, 0.00012120716, 3.2647113e-05, 2.7270582e-05]"
